SampleName                                     LogP_lo   LogP_hi   CosZ_lo   CosZ_hi
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70     -0.84     -0.64
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70     -0.64     -0.45
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70     -0.45     -0.22
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70     -0.22      0.00
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70      0.00      0.22
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70      0.22      0.45
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70      0.45      0.64
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70      0.64      0.84
sk1-5_fc_multigev_multiring_nuelike               3.50      3.70      0.84      1.00
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00     -1.00     -0.84
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00     -0.84     -0.64
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00     -0.64     -0.45
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00     -0.45     -0.22
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00     -0.22      0.00
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00      0.00      0.22
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00      0.22      0.45
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00      0.45      0.64
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00      0.64      0.84
sk1-5_fc_multigev_multiring_nuelike               3.70      5.00      0.84      1.00
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50     -1.00     -0.84
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50     -0.84     -0.64
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50     -0.64     -0.45
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50     -0.45     -0.22
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50     -0.22      0.00
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50      0.00      0.22
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50      0.22      0.45
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50      0.45      0.64
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50      0.64      0.84
sk1-5_fc_multigev_multiring_nuebarlike            3.00      3.50      0.84      1.00
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70     -1.00     -0.84
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70     -0.84     -0.64
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70     -0.64     -0.45
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70     -0.45     -0.22
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70     -0.22      0.00
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70      0.00      0.22
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70      0.22      0.45
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70      0.45      0.64
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70      0.64      0.84
sk1-5_fc_multigev_multiring_nuebarlike            3.50      3.70      0.84      1.00
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00     -1.00     -0.84
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00     -0.84     -0.64
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00     -0.64     -0.45
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00     -0.45     -0.22
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00     -0.22      0.00
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00      0.00      0.22
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00      0.22      0.45
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00      0.45      0.64
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00      0.64      0.84
sk1-5_fc_multigev_multiring_nuebarlike            3.70      5.00      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.00      3.20     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.00      3.20     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.00      3.20     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.00      3.20     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.00      3.20     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.00      3.20      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.00      3.20      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.00      3.20      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.00      3.20      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.00      3.20      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.20      3.30     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.20      3.30     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.20      3.30     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.20      3.30     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.20      3.30     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.20      3.30      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.20      3.30      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.20      3.30      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.20      3.30      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.20      3.30      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.30      3.40     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.30      3.40     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.30      3.40     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.30      3.40     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.30      3.40     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.30      3.40      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.30      3.40      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.30      3.40      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.30      3.40      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.30      3.40      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.40      3.50     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.40      3.50     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.40      3.50     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.40      3.50     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.40      3.50     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.40      3.50      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.40      3.50      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.40      3.50      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.40      3.50      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.40      3.50      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.50      3.60     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.50      3.60     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.50      3.60     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.50      3.60     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.50      3.60     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.50      3.60      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.50      3.60      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.50      3.60      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.50      3.60      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.50      3.60      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.60      3.80     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.60      3.80     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.60      3.80     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.60      3.80     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.60      3.80     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.60      3.80      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.60      3.80      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.60      3.80      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.60      3.80      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.60      3.80      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                3.80      4.00     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                3.80      4.00     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                3.80      4.00     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                3.80      4.00     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                3.80      4.00     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                3.80      4.00      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                3.80      4.00      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                3.80      4.00      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                3.80      4.00      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                3.80      4.00      0.84      1.00
sk1-5_fc_multigev_multiring_mulike                4.00      5.00     -1.00     -0.84
sk1-5_fc_multigev_multiring_mulike                4.00      5.00     -0.84     -0.64
sk1-5_fc_multigev_multiring_mulike                4.00      5.00     -0.64     -0.45
sk1-5_fc_multigev_multiring_mulike                4.00      5.00     -0.45     -0.22
sk1-5_fc_multigev_multiring_mulike                4.00      5.00     -0.22      0.00
sk1-5_fc_multigev_multiring_mulike                4.00      5.00      0.00      0.22
sk1-5_fc_multigev_multiring_mulike                4.00      5.00      0.22      0.45
sk1-5_fc_multigev_multiring_mulike                4.00      5.00      0.45      0.64
sk1-5_fc_multigev_multiring_mulike                4.00      5.00      0.64      0.84
sk1-5_fc_multigev_multiring_mulike                4.00      5.00      0.84      1.00
sk1-5_fc_multigev_multiring_other                 3.30      3.80     -1.00     -0.84
sk1-5_fc_multigev_multiring_other                 3.30      3.80     -0.84     -0.64
sk1-5_fc_multigev_multiring_other                 3.30      3.80     -0.64     -0.45
sk1-5_fc_multigev_multiring_other                 3.30      3.80     -0.45     -0.22
sk1-5_fc_multigev_multiring_other                 3.30      3.80     -0.22      0.00
sk1-5_fc_multigev_multiring_other                 3.30      3.80      0.00      0.22
sk1-5_fc_multigev_multiring_other                 3.30      3.80      0.22      0.45
sk1-5_fc_multigev_multiring_other                 3.30      3.80      0.45      0.64
sk1-5_fc_multigev_multiring_other                 3.30      3.80      0.64      0.84
sk1-5_fc_multigev_multiring_other                 3.30      3.80      0.84      1.00
sk1-5_fc_multigev_multiring_other                 3.80      4.00     -1.00     -0.84
sk1-5_fc_multigev_multiring_other                 3.80      4.00     -0.84     -0.64
sk1-5_fc_multigev_multiring_other                 3.80      4.00     -0.64     -0.45
sk1-5_fc_multigev_multiring_other                 3.80      4.00     -0.45     -0.22
sk1-5_fc_multigev_multiring_other                 3.80      4.00     -0.22      0.00
sk1-5_fc_multigev_multiring_other                 3.80      4.00      0.00      0.22
sk1-5_fc_multigev_multiring_other                 3.80      4.00      0.22      0.45
sk1-5_fc_multigev_multiring_other                 3.80      4.00      0.45      0.64
sk1-5_fc_multigev_multiring_other                 3.80      4.00      0.64      0.84
sk1-5_fc_multigev_multiring_other                 3.80      4.00      0.84      1.00
sk1-5_fc_multigev_multiring_other                 4.00      5.00     -1.00     -0.84
sk1-5_fc_multigev_multiring_other                 4.00      5.00     -0.84     -0.64
sk1-5_fc_multigev_multiring_other                 4.00      5.00     -0.64     -0.45
sk1-5_fc_multigev_multiring_other                 4.00      5.00     -0.45     -0.22
sk1-5_fc_multigev_multiring_other                 4.00      5.00     -0.22      0.00
sk1-5_fc_multigev_multiring_other                 4.00      5.00      0.00      0.22
sk1-5_fc_multigev_multiring_other                 4.00      5.00      0.22      0.45
sk1-5_fc_multigev_multiring_other                 4.00      5.00      0.45      0.64
sk1-5_fc_multigev_multiring_other                 4.00      5.00      0.64      0.84
sk1-5_fc_multigev_multiring_other                 4.00      5.00      0.84      1.00
sk1-5_pc_stop                                     2.00      3.40     -1.00     -0.84
sk1-5_pc_stop                                     2.00      3.40     -0.84     -0.64
sk1-5_pc_stop                                     2.00      3.40     -0.64     -0.45
sk1-5_pc_stop                                     2.00      3.40     -0.45     -0.22
sk1-5_pc_stop                                     2.00      3.40     -0.22      0.00
sk1-5_pc_stop                                     2.00      3.40      0.00      0.22
sk1-5_pc_stop                                     2.00      3.40      0.22      0.45
sk1-5_pc_stop                                     2.00      3.40      0.45      0.64
sk1-5_pc_stop                                     2.00      3.40      0.64      0.84
sk1-5_pc_stop                                     2.00      3.40      0.84      1.00
sk1-5_pc_stop                                     3.40      5.00     -1.00     -0.84
sk1-5_pc_stop                                     3.40      5.00     -0.84     -0.64
sk1-5_pc_stop                                     3.40      5.00     -0.64     -0.45
sk1-5_pc_stop                                     3.40      5.00     -0.45     -0.22
sk1-5_pc_stop                                     3.40      5.00     -0.22      0.00
sk1-5_pc_stop                                     3.40      5.00      0.00      0.22
sk1-5_pc_stop                                     3.40      5.00      0.22      0.45
sk1-5_pc_stop                                     3.40      5.00      0.45      0.64
sk1-5_pc_stop                                     3.40      5.00      0.64      0.84
sk1-5_pc_stop                                     3.40      5.00      0.84      1.00
sk1-5_pc_thru                                     3.00      3.50     -1.00     -0.84
sk1-5_pc_thru                                     3.00      3.50     -0.84     -0.64
sk1-5_pc_thru                                     3.00      3.50     -0.64     -0.45
sk1-5_pc_thru                                     3.00      3.50     -0.45     -0.22
sk1-5_pc_thru                                     3.00      3.50     -0.22      0.00
sk1-5_pc_thru                                     3.00      3.50      0.00      0.22
sk1-5_pc_thru                                     3.00      3.50      0.22      0.45
sk1-5_pc_thru                                     3.00      3.50      0.45      0.64
sk1-5_pc_thru                                     3.00      3.50      0.64      0.84
sk1-5_pc_thru                                     3.00      3.50      0.84      1.00
sk1-5_pc_thru                                     3.50      3.70     -1.00     -0.84
sk1-5_pc_thru                                     3.50      3.70     -0.84     -0.64
sk1-5_pc_thru                                     3.50      3.70     -0.64     -0.45
sk1-5_pc_thru                                     3.50      3.70     -0.45     -0.22
sk1-5_pc_thru                                     3.50      3.70     -0.22      0.00
sk1-5_pc_thru                                     3.50      3.70      0.00      0.22
sk1-5_pc_thru                                     3.50      3.70      0.22      0.45
sk1-5_pc_thru                                     3.50      3.70      0.45      0.64
sk1-5_pc_thru                                     3.50      3.70      0.64      0.84
sk1-5_pc_thru                                     3.50      3.70      0.84      1.00
sk1-5_pc_thru                                     3.70      3.90     -1.00     -0.84
sk1-5_pc_thru                                     3.70      3.90     -0.84     -0.64
sk1-5_pc_thru                                     3.70      3.90     -0.64     -0.45
sk1-5_pc_thru                                     3.70      3.90     -0.45     -0.22
sk1-5_pc_thru                                     3.70      3.90     -0.22      0.00
sk1-5_pc_thru                                     3.70      3.90      0.00      0.22
sk1-5_pc_thru                                     3.70      3.90      0.22      0.45
sk1-5_pc_thru                                     3.70      3.90      0.45      0.64
sk1-5_pc_thru                                     3.70      3.90      0.64      0.84
sk1-5_pc_thru                                     3.70      3.90      0.84      1.00
sk1-5_pc_thru                                     3.90      4.10     -1.00     -0.84
sk1-5_pc_thru                                     3.90      4.10     -0.84     -0.64
sk1-5_pc_thru                                     3.90      4.10     -0.64     -0.45
sk1-5_pc_thru                                     3.90      4.10     -0.45     -0.22
sk1-5_pc_thru                                     3.90      4.10     -0.22      0.00
sk1-5_pc_thru                                     3.90      4.10      0.00      0.22
sk1-5_pc_thru                                     3.90      4.10      0.22      0.45
sk1-5_pc_thru                                     3.90      4.10      0.45      0.64
sk1-5_pc_thru                                     3.90      4.10      0.64      0.84
sk1-5_pc_thru                                     3.90      4.10      0.84      1.00
sk1-5_pc_thru                                     4.10      4.30     -1.00     -0.84
sk1-5_pc_thru                                     4.10      4.30     -0.84     -0.64
sk1-5_pc_thru                                     4.10      4.30     -0.64     -0.45
sk1-5_pc_thru                                     4.10      4.30     -0.45     -0.22
sk1-5_pc_thru                                     4.10      4.30     -0.22      0.00
sk1-5_pc_thru                                     4.10      4.30      0.00      0.22
sk1-5_pc_thru                                     4.10      4.30      0.22      0.45
sk1-5_pc_thru                                     4.10      4.30      0.45      0.64
sk1-5_pc_thru                                     4.10      4.30      0.64      0.84
sk1-5_pc_thru                                     4.10      4.30      0.84      1.00
sk1-5_pc_thru                                     4.30      4.50     -1.00     -0.84
sk1-5_pc_thru                                     4.30      4.50     -0.84     -0.64
sk1-5_pc_thru                                     4.30      4.50     -0.64     -0.45
sk1-5_pc_thru                                     4.30      4.50     -0.45     -0.22
sk1-5_pc_thru                                     4.30      4.50     -0.22      0.00
sk1-5_pc_thru                                     4.30      4.50      0.00      0.22
sk1-5_pc_thru                                     4.30      4.50      0.22      0.45
sk1-5_pc_thru                                     4.30      4.50      0.45      0.64
sk1-5_pc_thru                                     4.30      4.50      0.64      0.84
sk1-5_pc_thru                                     4.30      4.50      0.84      1.00
sk1-5_pc_thru                                     4.50      5.50     -1.00     -0.84
sk1-5_pc_thru                                     4.50      5.50     -0.84     -0.64
sk1-5_pc_thru                                     4.50      5.50     -0.64     -0.45
sk1-5_pc_thru                                     4.50      5.50     -0.45     -0.22
sk1-5_pc_thru                                     4.50      5.50     -0.22      0.00
sk1-5_pc_thru                                     4.50      5.50      0.00      0.22
sk1-5_pc_thru                                     4.50      5.50      0.22      0.45
sk1-5_pc_thru                                     4.50      5.50      0.45      0.64
sk1-5_pc_thru                                     4.50      5.50      0.64      0.84
sk1-5_pc_thru                                     4.50      5.50      0.84      1.00
sk1-5_upmu_stop                                   3.00      3.60     -1.00     -0.90
sk1-5_upmu_stop                                   3.00      3.60     -0.90     -0.80
sk1-5_upmu_stop                                   3.00      3.60     -0.80     -0.70
sk1-5_upmu_stop                                   3.00      3.60     -0.70     -0.60
sk1-5_upmu_stop                                   3.00      3.60     -0.60     -0.50
sk1-5_upmu_stop                                   3.00      3.60     -0.50     -0.40
sk1-5_upmu_stop                                   3.00      3.60     -0.40     -0.30
sk1-5_upmu_stop                                   3.00      3.60     -0.30     -0.20
sk1-5_upmu_stop                                   3.00      3.60     -0.20     -0.10
sk1-5_upmu_stop                                   3.00      3.60     -0.10      0.00
sk1-5_upmu_stop                                   3.60      3.80     -1.00     -0.90
sk1-5_upmu_stop                                   3.60      3.80     -0.90     -0.80
sk1-5_upmu_stop                                   3.60      3.80     -0.80     -0.70
sk1-5_upmu_stop                                   3.60      3.80     -0.70     -0.60
sk1-5_upmu_stop                                   3.60      3.80     -0.60     -0.50
sk1-5_upmu_stop                                   3.60      3.80     -0.50     -0.40
sk1-5_upmu_stop                                   3.60      3.80     -0.40     -0.30
sk1-5_upmu_stop                                   3.60      3.80     -0.30     -0.20
sk1-5_upmu_stop                                   3.60      3.80     -0.20     -0.10
sk1-5_upmu_stop                                   3.60      3.80     -0.10      0.00
sk1-5_upmu_stop                                   3.80      4.00     -1.00     -0.90
sk1-5_upmu_stop                                   3.80      4.00     -0.90     -0.80
sk1-5_upmu_stop                                   3.80      4.00     -0.80     -0.70
sk1-5_upmu_stop                                   3.80      4.00     -0.70     -0.60
sk1-5_upmu_stop                                   3.80      4.00     -0.60     -0.50
sk1-5_upmu_stop                                   3.80      4.00     -0.50     -0.40
sk1-5_upmu_stop                                   3.80      4.00     -0.40     -0.30
sk1-5_upmu_stop                                   3.80      4.00     -0.30     -0.20
sk1-5_upmu_stop                                   3.80      4.00     -0.20     -0.10
sk1-5_upmu_stop                                   3.80      4.00     -0.10      0.00
sk1-5_upmu_stop                                   4.00      4.50     -1.00     -0.90
sk1-5_upmu_stop                                   4.00      4.50     -0.90     -0.80
sk1-5_upmu_stop                                   4.00      4.50     -0.80     -0.70
sk1-5_upmu_stop                                   4.00      4.50     -0.70     -0.60
sk1-5_upmu_stop                                   4.00      4.50     -0.60     -0.50
sk1-5_upmu_stop                                   4.00      4.50     -0.50     -0.40
sk1-5_upmu_stop                                   4.00      4.50     -0.40     -0.30
sk1-5_upmu_stop                                   4.00      4.50     -0.30     -0.20
sk1-5_upmu_stop                                   4.00      4.50     -0.20     -0.10
sk1-5_upmu_stop                                   4.00      4.50     -0.10      0.00
sk1-5_upmu_stop                                   4.50      5.50     -1.00     -0.90
sk1-5_upmu_stop                                   4.50      5.50     -0.90     -0.80
sk1-5_upmu_stop                                   4.50      5.50     -0.80     -0.70
sk1-5_upmu_stop                                   4.50      5.50     -0.70     -0.60
sk1-5_upmu_stop                                   4.50      5.50     -0.60     -0.50
sk1-5_upmu_stop                                   4.50      5.50     -0.50     -0.40
sk1-5_upmu_stop                                   4.50      5.50     -0.40     -0.30
sk1-5_upmu_stop                                   4.50      5.50     -0.30     -0.20
sk1-5_upmu_stop                                   4.50      5.50     -0.20     -0.10
sk1-5_upmu_stop                                   4.50      5.50     -0.10      0.00
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -1.00     -0.90
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.90     -0.80
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.80     -0.70
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.70     -0.60
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.60     -0.50
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.50     -0.40
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.40     -0.30
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.30     -0.20
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.20     -0.10
sk1-5_upmu_thru_nonshowering                      3.00      4.50     -0.10      0.00
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -1.00     -0.90
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.90     -0.80
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.80     -0.70
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.70     -0.60
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.60     -0.50
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.50     -0.40
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.40     -0.30
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.30     -0.20
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.20     -0.10
sk1-5_upmu_thru_nonshowering                      4.50      8.00     -0.10      0.00
sk1-5_upmu_thru_showering                         3.00      8.00     -1.00     -0.90
sk1-5_upmu_thru_showering                         3.00      8.00     -0.90     -0.80
sk1-5_upmu_thru_showering                         3.00      8.00     -0.80     -0.70
sk1-5_upmu_thru_showering                         3.00      8.00     -0.70     -0.60
sk1-5_upmu_thru_showering                         3.00      8.00     -0.60     -0.50
sk1-5_upmu_thru_showering                         3.00      8.00     -0.50     -0.40
sk1-5_upmu_thru_showering                         3.00      8.00     -0.40     -0.30
sk1-5_upmu_thru_showering                         3.00      8.00     -0.30     -0.20
sk1-5_upmu_thru_showering                         3.00      8.00     -0.20     -0.10
sk1-5_upmu_thru_showering                         3.00      8.00     -0.10      0.00
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90     -0.22      0.00
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90      0.00      0.22
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90      0.22      0.45
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90      0.45      0.64
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90      0.64      0.84
sk4-5_fc_subgev_1ring_nuelike                     2.60      2.90      0.84      1.00
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_nuelike                     2.90      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20     -0.22      0.00
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20      0.00      0.22
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20      0.22      0.45
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20      0.45      0.64
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20      0.64      0.84
sk4-5_fc_subgev_1ring_nuelike                     3.00      3.20      0.84      1.00
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50     -0.22      0.00
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50      0.00      0.22
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50      0.22      0.45
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50      0.45      0.64
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50      0.64      0.84
sk4-5_fc_subgev_1ring_nuelike                     3.20      3.50      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30     -0.22      0.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30      0.00      0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30      0.22      0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30      0.45      0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30      0.64      0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.00      2.30      0.84      1.00
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50     -1.00     -0.84
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50     -0.84     -0.64
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50     -0.64     -0.45
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50     -0.45     -0.22
sk4-5_fc_subgev_1ring_nuebarlike_0neutron         2.30      2.50     -0.22      0.00
